Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2018,10,1,06:00,UTC,1,1005.7,97,,,8.8,8.3,26319,234,3.1,1.9
2018,10,1,06:10,UTC,2,1005.8,95,,,9,8.2,27269,226,4.5,2.6
2018,10,1,06:20,UTC,4,1005.8,94,,,9.3,8.3,27893,231,5.3,3.1
2018,10,1,06:30,UTC,2,1005.8,93,,,9.5,8.5,32278,241,4.5,2.6
2018,10,1,06:40,UTC,1,1005.9,89,,,9.7,8,30715,244,5.4,3.4
2018,10,1,06:50,UTC,0,1006,89,,,9.9,8.1,33643,244,5.5,3.6
2018,10,1,07:00,UTC,0,1006,88,,,10.1,8.2,30996,245,6.3,3.7
2018,10,1,07:10,UTC,0,1006,86,,,10.4,8.2,30592,239,5.3,3.2
2018,10,1,07:20,UTC,0,1006,85,,,10.5,8.1,32663,235,5.8,3.4
2018,10,1,07:30,UTC,0,1006.1,85,,,10.9,8.4,35402,227,5.1,3.1
2018,10,1,07:40,UTC,0,1006.1,84,,,10.9,8.3,26662,223,7,3.6
2018,10,1,07:50,UTC,0,1006.2,83,,,11,8.2,32076,234,7.7,4.9
2018,10,1,08:00,UTC,0,1006.2,81,,,11.1,8.1,37906,231,6.4,3.8
2018,10,1,08:10,UTC,0,1006.3,81,,,11.3,8.1,34096,235,6.4,3.9
2018,10,1,08:20,UTC,0,1006.4,80,,,11.6,8.3,38181,227,6.9,4.2
2018,10,1,08:30,UTC,1,1006.4,78,,,11.8,8.1,31973,228,7.7,5.3
2018,10,1,08:40,UTC,1,1006.4,76,,,12.1,8,32999,228,8.9,5.8
2018,10,1,08:50,UTC,1,1006.4,75,,,12.4,8.1,27453,233,6.7,4.7
2018,10,1,09:00,UTC,0,1006.4,75,,,12.3,8,34803,235,8.2,5.3
2018,10,1,09:10,UTC,2,1006.5,73,,,12.9,8.2,29756,216,7.6,4.9
2018,10,1,09:20,UTC,4,1006.5,72,,,12.9,8,28576,218,7.5,5.1
2018,10,1,09:30,UTC,6,1006.5,71,,,13.2,8.1,26859,211,7.8,5.5
2018,10,1,09:40,UTC,6,1006.5,71,,,13,7.8,33813,201,7.5,5.5
2018,10,1,09:50,UTC,7,1006.6,72,,,12.8,7.8,35095,209,7.7,5.1
2018,10,1,10:00,UTC,4,1006.5,70,,,12.9,7.5,37787,210,6.9,4.5
2018,10,1,10:10,UTC,2,1006.6,71,,,12.7,7.7,31778,206,7.4,4.7
2018,10,1,10:20,UTC,2,1006.5,70,,,12.9,7.7,35522,212,6.4,4.2
2018,10,1,10:30,UTC,5,1006.5,71,,,13.1,7.9,34401,204,6,4
2018,10,1,10:40,UTC,5,1006.6,72,,,13.1,8.2,27897,208,6.3,3.6
2018,10,1,10:50,UTC,3,1006.6,70,,,13.1,7.8,31666,219,5.3,3.7
2018,10,1,11:00,UTC,5,1006.6,72,,,13.1,8.1,32826,203,6.5,3.7
2018,10,1,11:10,UTC,6,1006.6,72,,,13.3,8.3,31367,210,5.7,3.4
2018,10,1,11:20,UTC,7,1006.7,71,,,13.3,8.2,35189,230,5.2,3.3
2018,10,1,11:30,UTC,7,1006.6,73,,,12.9,8.1,36150,225,3.6,2.8
2018,10,1,11:40,UTC,5,1006.7,70,,,12.9,7.6,39370,254,3.9,2.4
2018,10,1,11:50,UTC,3,1006.7,68,,,12.8,7.1,36116,241,4.2,2.5
2018,10,1,12:00,UTC,1,1006.8,68,,,12.8,7,42254,242,4.1,2.8
2018,10,1,12:10,UTC,1,1006.8,70,,,12.9,7.5,38425,241,3.6,2.5
2018,10,1,12:20,UTC,0,1006.8,70,,,12.9,7.6,36227,225,4.3,2.8
2018,10,1,12:30,UTC,3,1006.8,67,,,13.7,7.7,35025,228,4.6,2.7
2018,10,1,12:40,UTC,3,1006.8,66,,,12.7,6.4,41819,222,6.5,4.7
2018,10,1,12:50,UTC,2,1006.9,67,,,12.9,6.9,38394,215,6.6,4.3
2018,10,1,13:00,UTC,1,1006.8,66,,,13,6.9,45501,222,5.9,3.5
2018,10,1,13:10,UTC,0,1006.8,65,,,12.6,6.2,42678,237,4.2,2.8
2018,10,1,13:20,UTC,2,1006.7,65,,,12.9,6.5,41397,245,4.4,2.7
2018,10,1,13:30,UTC,5,1006.6,67,,,13.7,7.5,37854,230,7.7,2.9
2018,10,1,13:40,UTC,7,1006.7,66,,,13.5,7.2,39609,211,6.9,4.4
2018,10,1,13:50,UTC,7,1006.9,66,,,13.2,7.1,35380,231,6.8,4.4
2018,10,1,14:00,UTC,7,1006.8,69,,,12.1,6.6,40763,270,4.8,2.7
2018,10,1,14:10,UTC,4,1006.7,70,,,11.9,6.5,43441,232,3.5,2.2
2018,10,1,14:20,UTC,5,1006.7,71,,,11.9,6.8,47201,226,2.8,1.9
2018,10,1,14:30,UTC,5,1006.7,71,,,12.2,7.1,40508,210,2.7,1.5
2018,10,1,14:40,UTC,7,1006.7,69,,,12.2,6.8,35082,190,4,2.8
2018,10,1,14:50,UTC,7,1006.7,69,,,11.8,6.4,36953,196,5,3.1
2018,10,1,15:00,UTC,7,1006.7,71,,,11.6,6.5,36836,209,6.4,3.9
2018,10,1,15:10,UTC,7,1006.8,74,,,11.4,6.8,40136,203,4.7,3.3
2018,10,1,15:20,UTC,7,1006.8,76,,,11.3,7.1,34948,207,4.8,3.2
2018,10,1,15:30,UTC,7,1006.8,78,,,11,7.3,36121,205,5.1,2.8
2018,10,1,15:40,UTC,8,1006.9,78,,,10.9,7.1,33087,200,5,2.9
2018,10,1,15:50,UTC,8,1006.9,77,,,10.7,6.8,29867,189,4.3,3.2
2018,10,1,16:00,UTC,7,1007,77,,,10.5,6.7,33015,192,4.6,2.9
2018,10,1,16:10,UTC,7,1007,77,,,10.5,6.7,36987,186,3.7,2.9
2018,10,1,16:20,UTC,7,1007.1,79,,,10.1,6.6,34402,191,3.7,2.7
2018,10,1,16:30,UTC,7,1007.1,81,,,9.8,6.7,32759,192,3,2.4
2018,10,1,16:40,UTC,7,1007,82,,,10,7,34015,183,2.9,2.2
2018,10,1,16:50,UTC,7,1007.1,82,,,9.9,7,30981,189,3.5,2.4
2018,10,1,17:00,UTC,8,1007,83,,,9.9,7.1,28466,187,3,2.4
2018,10,1,17:10,UTC,8,1007,83,,,9.8,7.1,26243,181,2.9,2
2018,10,1,17:20,UTC,7,1007.1,85,,,9.5,7.1,26613,181,2.2,1.7
2018,10,1,17:30,UTC,7,1007.2,87,,,9,6.9,25685,182,2.6,2
2018,10,1,17:40,UTC,7,1007.2,89,,,9,7.3,22547,185,2.8,2.4
2018,10,1,17:50,UTC,7,1007.4,88,,,9,7.2,22886,183,2.6,2.1
2018,10,1,18:00,UTC,7,1007.4,89,,,9.3,7.6,22976,184,3,2.3
2018,10,1,18:10,UTC,7,1007.4,89,,,9.4,7.6,22269,186,2.5,2.1
2018,10,1,18:20,UTC,7,1007.3,90,,,9.4,7.8,20751,167,3.1,2.2
2018,10,1,18:30,UTC,7,1007.3,91,,,9.3,7.9,20300,178,2.4,1.8
2018,10,1,18:40,UTC,7,1007.3,91,,,9.4,8.1,21113,173,3.1,2.1
2018,10,1,18:50,UTC,7,1007.2,91,,,9.6,8.1,22297,175,3.1,2.4
2018,10,1,19:00,UTC,7,1007.2,90,,,9.6,8.1,21298,179,2.7,2
2018,10,1,19:10,UTC,7,1007.2,91,,,9.6,8.2,20762,180,2.9,2
2018,10,1,19:20,UTC,7,1007.1,92,,,9.4,8.2,20325,186,2.4,1.8
2018,10,1,19:30,UTC,7,1007.1,93,,,9.3,8.2,20531,193,2.1,1.7
2018,10,1,19:40,UTC,7,1007,93,,,9.3,8.2,20660,213,1.8,1.3
2018,10,1,19:50,UTC,7,1007,93,,,9.2,8.1,19956,215,1.8,1.4
2018,10,1,20:00,UTC,7,1006.8,93,,,9,8,19636,208,1.9,1.1
2018,10,1,20:10,UTC,7,1006.8,94,,,8.7,7.8,19524,204,1.5,1.1
2018,10,1,20:20,UTC,7,1006.7,96,,,8.7,8,19452,184,1.4,1
2018,10,1,20:30,UTC,7,1006.5,96,,,8.7,8.1,19505,218,1.3,0.8
2018,10,1,20:40,UTC,8,1006.3,95,,,8.9,8.1,20199,192,1.2,0.7
2018,10,1,20:50,UTC,7,1006.3,97,,,8.5,8,18793,133,1.3,1
2018,10,1,21:00,UTC,7,1006.3,97,,,8,7.5,18075,0,0,0
2018,10,1,21:10,UTC,7,1006.3,99,,,7.9,7.8,17441,0,0,0
2018,10,1,21:20,UTC,7,1006.2,99,,,8,7.9,16842,0,0,0
2018,10,1,21:30,UTC,7,1006.2,99,,,7.9,7.8,15976,336,1.1,0.7
2018,10,1,21:40,UTC,7,1006.2,100,,,8.2,8.2,16422,306,1.3,0.8
2018,10,1,21:50,UTC,7,1006.1,99,,,7.9,7.8,16733,0,0,0
2018,10,1,22:00,UTC,7,1006,100,,,7.9,7.9,13698,116,1,0.9
2018,10,1,22:10,UTC,7,1005.9,100,,,7.9,7.9,13885,91,0.9,0.7
2018,10,1,22:20,UTC,7,1005.9,100,,,7.3,7.3,17787,0,0,0
2018,10,1,22:30,UTC,8,1005.8,100,,,7.5,7.5,18550,101,1,0.7
2018,10,1,22:40,UTC,8,1005.8,100,,,7.3,7.3,11027,360,1,0.7
2018,10,1,22:50,UTC,8,1005.7,100,,,7.5,7.4,12942,0,0,0
2018,10,1,23:00,UTC,8,1005.6,100,,,6.9,6.8,8626,341,1.9,1
2018,10,1,23:10,UTC,8,1005.5,100,,,6.9,6.9,11726,327,2.8,2.3
2018,10,1,23:20,UTC,8,1005.5,100,,,7.6,7.6,15401,318,3.2,2.4
2018,10,1,23:30,UTC,7,1005.4,100,,,7.8,7.8,16245,302,2.8,1.7
2018,10,1,23:40,UTC,7,1005.3,100,,,7.7,7.7,16514,306,2.9,1.8
2018,10,1,23:50,UTC,7,1005.1,99,,,7.7,7.5,16231,303,2.9,2.1
2018,10,2,00:00,UTC,8,1004.9,98,,,7.6,7.3,16744,316,2.8,2.1
2018,10,2,00:10,UTC,8,1004.7,98,,,7.5,7.2,16388,315,3,1.8
2018,10,2,00:20,UTC,8,1004.7,98,,,7.4,7.2,16980,325,1.5,0.8
2018,10,2,00:30,UTC,8,1004.6,98,,,7.4,7.2,17760,280,1.8,1.1
2018,10,2,00:40,UTC,8,1004.5,98,,,7.4,7.1,18496,291,1.7,0.9
2018,10,2,00:50,UTC,8,1004.5,98,,,7.3,7,19269,274,1.2,0.8
2018,10,2,01:00,UTC,8,1004.4,98,,,7.3,6.9,19226,0,0,0
2018,10,2,01:10,UTC,8,1004.2,98,,,7.1,6.9,17130,0,0,0
2018,10,2,01:20,UTC,8,1004.1,99,,,7,6.9,16715,0,0,0
2018,10,2,01:30,UTC,8,1003.9,99,,,6.9,6.8,17337,256,1,0.7
2018,10,2,01:40,UTC,8,1004,99,,,6.5,6.4,15468,271,1.2,1
2018,10,2,01:50,UTC,8,1003.9,100,,,6.8,6.8,16551,251,1.3,1
2018,10,2,02:00,UTC,8,1003.9,99,,,6.9,6.7,18230,271,1.6,1.2
2018,10,2,02:10,UTC,7,1003.8,99,,,6.5,6.4,15744,259,0.9,0.5
2018,10,2,02:20,UTC,6,1003.7,100,,,6.5,6.5,14264,0,0,0
2018,10,2,02:30,UTC,5,1003.6,100,,,6.3,6.3,13069,0,0,0
2018,10,2,02:40,UTC,5,1003.6,100,,,6.1,6.1,11540,0,0,0
2018,10,2,02:50,UTC,4,1003.5,100,,,6.1,6.1,7488,129,0.8,0.6
2018,10,2,03:00,UTC,5,1003.5,100,,,5.5,5.5,2001,0,0,0
2018,10,2,03:10,UTC,4,1003.4,100,,,5.6,5.6,706,0,0,0
2018,10,2,03:20,UTC,6,1003.2,100,,,5.8,5.8,1916,330,1,0.8
2018,10,2,03:30,UTC,6,1003.2,100,,,4.8,4.7,1133,308,1,0.8
2018,10,2,03:40,UTC,5,1003.2,100,,,4.4,4.4,705,276,1.6,0.9
2018,10,2,03:50,UTC,6,1003,100,,,5.1,5.1,1514,244,1,0.6
2018,10,2,04:00,UTC,7,1003,100,,,5,5,3145,0,0,0
2018,10,2,04:10,UTC,7,1003,100,,,4.5,4.5,1536,0,0,0
2018,10,2,04:20,UTC,7,1003,100,,,5,5,1264,228,1,0.6
2018,10,2,04:30,UTC,7,1002.9,100,,,5,5,7703,206,1.5,0.8
2018,10,2,04:40,UTC,7,1003,100,,,5.4,5.4,12958,221,1.4,0.9
2018,10,2,04:50,UTC,8,1003,100,,,5,5,17284,253,1.8,1.4
2018,10,2,05:00,UTC,7,1003,100,,,5.7,5.7,15250,251,2.5,1.6
2018,10,2,05:10,UTC,7,1002.8,100,,,6.1,6.1,16018,256,2.9,1.5
2018,10,2,05:20,UTC,7,1002.8,100,,,6,6,15300,235,1.2,0.9
2018,10,2,05:30,UTC,7,1002.9,100,,,5.6,5.6,12109,233,1.2,1
2018,10,2,05:40,UTC,7,1002.9,100,,,6,6,13185,202,1.7,1.3
2018,10,2,05:50,UTC,7,1002.8,100,,,6.2,6.2,13720,232,1.4,1.1
2018,10,2,06:00,UTC,8,1002.8,100,,,6.4,6.4,13174,264,1.8,1.2
2018,10,2,06:10,UTC,8,1002.8,100,,,6.7,6.7,15087,277,2.3,1.3
2018,10,2,06:20,UTC,8,1002.7,100,,,6.9,6.9,16222,282,2.5,1.4
2018,10,2,06:30,UTC,8,1002.7,100,,,6.5,6.5,13366,286,4.3,3
2018,10,2,06:40,UTC,8,1002.7,100,,,6.5,6.5,12515,286,3.5,2.2
2018,10,2,06:50,UTC,8,1002.7,99,,,6.7,6.6,14851,275,2.8,1.8
2018,10,2,07:00,UTC,7,1002.6,98,,,7.4,7.1,19523,284,3.3,1.9
2018,10,2,07:10,UTC,7,1002.6,94,,,7.5,6.7,27417,294,3.2,2.3
2018,10,2,07:20,UTC,7,1002.5,94,,,7.8,7,27323,300,3.6,2.5
2018,10,2,07:30,UTC,8,1002.5,92,,,7.7,6.6,32740,304,4.1,2.7
2018,10,2,07:40,UTC,8,1002.5,93,,,7.7,6.6,32027,295,4.9,2.7
2018,10,2,07:50,UTC,8,1002.5,92,,,7.8,6.5,29461,303,3.7,2.3
2018,10,2,08:00,UTC,8,1002.4,90,,,8,6.5,37146,299,3.6,2.2
2018,10,2,08:10,UTC,7,1002.3,89,,,8,6.3,37023,307,3.1,2.1
2018,10,2,08:20,UTC,6,1002.3,90,,,8.3,6.7,36167,318,2.8,1.7
2018,10,2,08:30,UTC,3,1002.2,86,,,8.8,6.6,35820,327,4,2.3
2018,10,2,08:40,UTC,1,1002.2,82,,,9.2,6.3,31073,313,4.2,2.6
2018,10,2,08:50,UTC,2,1002.2,77,,,9.2,5.3,36502,309,4.7,3
2018,10,2,09:00,UTC,3,1002.1,72,,,9.8,5.1,45862,304,4.8,2.8
2018,10,2,09:10,UTC,4,1002,72,,,9.8,5,50000,324,4.9,3.1
2018,10,2,09:20,UTC,4,1002,74,,,9.5,5,46075,296,4.1,2.6
2018,10,2,09:30,UTC,6,1001.9,72,,,10.2,5.4,41812,307,5.2,2.4
2018,10,2,09:40,UTC,7,1001.8,71,,,10.2,5.3,50000,331,5.8,4.4
2018,10,2,09:50,UTC,7,1001.7,72,,,9.9,5,48317,322,4.6,3
2018,10,2,10:00,UTC,8,1001.6,70,,,9.9,4.8,50000,323,4.2,2.9
2018,10,2,10:10,UTC,7,1001.5,68,,,9.8,4.3,46220,305,4.5,2.4
2018,10,2,10:20,UTC,7,1001.5,67,,,9.7,4,50000,314,4.2,2.6
2018,10,2,10:30,UTC,5,1001.4,64,,,10.7,4.2,43272,317,4.7,2.9
2018,10,2,10:40,UTC,6,1001.2,64,,,11.2,4.7,38206,315,4.8,3.3
2018,10,2,10:50,UTC,4,1001.2,65,,,10.3,3.9,46111,316,4.7,2.8
2018,10,2,11:00,UTC,5,1001.2,62,,,10.6,3.7,39372,331,3,2.1
2018,10,2,11:10,UTC,4,1001,62,,,11.4,4.4,36383,344,3.4,1.7
2018,10,2,11:20,UTC,6,1001,60,,,11,3.4,44003,297,3.7,2
2018,10,2,11:30,UTC,6,1000.9,60,,,11.2,3.7,43972,310,5.2,3
2018,10,2,11:40,UTC,7,1000.9,63,,,10.4,3.7,44258,332,4.3,3.1
2018,10,2,11:50,UTC,7,1000.9,63,,,10.5,3.8,50000,330,3.4,2.5
2018,10,2,12:00,UTC,7,1000.9,61,,,10.7,3.5,49652,291,3.8,2
2018,10,2,12:10,UTC,7,1000.9,60,,,11.2,3.7,40750,247,4.5,2.5
2018,10,2,12:20,UTC,6,1000.8,65,,,10.3,4,50000,212,5,3.5
2018,10,2,12:30,UTC,6,1000.7,64,,,10.7,4.1,50000,198,4.1,3.2
2018,10,2,12:40,UTC,6,1000.5,67,,,10.6,4.8,50000,194,5.3,3.4
2018,10,2,12:50,UTC,6,1000.5,67,,,10.4,4.6,46829,193,5,4.1
2018,10,2,13:00,UTC,7,1000.4,70,,,10.1,4.9,50000,196,5.4,4.3
2018,10,2,13:10,UTC,7,1000.4,71,,,10,4.9,50000,188,5.7,4.1
2018,10,2,13:20,UTC,7,1000.3,72,,,9.8,5,50000,197,4.8,3.3
2018,10,2,13:30,UTC,7,1000.2,73,,,9.8,5.3,47829,194,4.7,2.9
2018,10,2,13:40,UTC,7,1000.1,70,,,9.9,4.7,49368,182,5,3.2
2018,10,2,13:50,UTC,7,1000,71,,,9.9,4.9,50000,182,4.3,2.9
2018,10,2,14:00,UTC,7,1000,72,,,9.8,5,40583,180,4.5,3.2
2018,10,2,14:10,UTC,8,999.8,72,,,9.7,4.8,50000,177,4.5,3.3
2018,10,2,14:20,UTC,8,999.7,75,,,9.5,5.3,50000,172,4.4,3.1
2018,10,2,14:30,UTC,8,999.6,76,,,9.4,5.4,45085,171,4.1,2.8
2018,10,2,14:40,UTC,8,999.5,77,,,9.4,5.6,48330,178,3.2,2.3
2018,10,2,14:50,UTC,8,999.4,78,,,9.4,5.7,48891,175,4,2.5
2018,10,2,15:00,UTC,8,999.5,78,,,9.3,5.8,50000,179,2.7,1.9
2018,10,2,15:10,UTC,8,999.5,79,,,9.3,5.8,42659,187,2.6,1.8
2018,10,2,15:20,UTC,8,999.4,82,,,9.2,6.2,35941,186,2.4,1.7
2018,10,2,15:30,UTC,8,999.3,82,,,9,6,39545,199,2.3,1.6
2018,10,2,15:40,UTC,8,999.3,82,,,8.8,6,36349,203,1.4,1
2018,10,2,15:50,UTC,8,999.3,85,,,8.6,6.3,16411,194,2.9,1.8
2018,10,2,16:00,UTC,8,999.1,91,,,8.1,6.7,8756,163,3.5,2.2
2018,10,2,16:10,UTC,8,999.1,93,,,8.1,7,16669,142,2.7,1.9
2018,10,2,16:20,UTC,8,999,97,,,7.8,7.3,25382,122,2.2,1.6
2018,10,2,16:30,UTC,8,998.9,98,,,7.7,7.4,14455,110,2.5,1.9
2018,10,2,16:40,UTC,8,998.8,97,,,7.7,7.3,24588,86,1.7,1
2018,10,2,16:50,UTC,8,998.7,98,,,7.7,7.4,19011,117,1,0.7
2018,10,2,17:00,UTC,8,998.6,100,,,7.6,7.6,10261,91,1.1,0.7
2018,10,2,17:10,UTC,8,998.4,99,,,7.5,7.4,8513,55,1.5,0.9
2018,10,2,17:20,UTC,8,998.3,99,,,7.5,7.4,23525,8,1.8,1.3
2018,10,2,17:30,UTC,8,998.3,98,,,7.5,7.3,43792,39,1.8,1
2018,10,2,17:40,UTC,8,998.2,99,,,7.5,7.4,43004,81,1.3,1
2018,10,2,17:50,UTC,8,998.1,99,,,7.4,7.2,33112,77,1.9,1.5
2018,10,2,18:00,UTC,8,998,98,,,7.4,7.1,19942,95,4.1,1.9
2018,10,2,18:10,UTC,8,997.9,97,,,7.4,6.9,27341,89,2.5,1.6
2018,10,2,18:20,UTC,8,997.9,96,,,7.3,6.8,36158,92,2.1,1.2
2018,10,2,18:30,UTC,8,997.9,97,,,7.2,6.7,36312,115,1.6,0.8
2018,10,2,18:40,UTC,8,997.9,96,,,7.4,6.8,42373,159,1.4,0.9
2018,10,2,18:50,UTC,8,997.9,97,,,7.4,6.9,8570,192,1.8,1.2
2018,10,2,19:00,UTC,8,997.7,97,,,7.2,6.7,4352,152,2.7,1.5
2018,10,2,19:10,UTC,8,997.5,97,,,6.9,6.4,7985,114,2.7,1.9
2018,10,2,19:20,UTC,8,997.3,98,,,6.8,6.4,16618,13,2.9,1.8
2018,10,2,19:30,UTC,8,997.3,99,,,6.6,6.4,39991,324,3,2.2
2018,10,2,19:40,UTC,8,997.2,97,,,6.9,6.4,37010,332,2.5,1.3
2018,10,2,19:50,UTC,8,997.2,98,,,6.7,6.4,19385,329,1,0.5
2018,10,2,20:00,UTC,7,997.1,99,,,6.6,6.4,37936,36,1.4,1
2018,10,2,20:10,UTC,7,997,100,,,6.5,6.5,27154,77,1.4,1
2018,10,2,20:20,UTC,7,996.8,100,,,6.5,6.5,33986,53,1.6,1.1
2018,10,2,20:30,UTC,8,996.7,100,,,6.3,6.3,45449,6,1.5,0.9
2018,10,2,20:40,UTC,8,996.8,100,,,6.2,6.2,41770,354,1,0.6
2018,10,2,20:50,UTC,5,996.6,100,,,6,6,28934,357,1.2,0.7
2018,10,2,21:00,UTC,3,996.5,100,,,6,6,13152,82,0.8,0.6
2018,10,2,21:10,UTC,2,996.5,100,,,5.9,5.9,6246,0,0,0
2018,10,2,21:20,UTC,4,996.5,100,,,5.5,5.5,408,0,0,0
2018,10,2,21:30,UTC,3,996.4,100,,,5.3,5.2,489,96,0.9,0.5
2018,10,2,21:40,UTC,4,996.4,100,,,5.2,5.2,338,0,0,0
2018,10,2,21:50,UTC,9,996.3,100,,,4.8,4.8,367,0,0,0
2018,10,2,22:00,UTC,6,996.3,100,,,4.8,4.8,795,0,0,0
2018,10,2,22:10,UTC,7,996.2,100,,,4.5,4.5,489,0,0,0
2018,10,2,22:20,UTC,7,996.1,100,,,4.7,4.7,313,0,0,0
2018,10,2,22:30,UTC,9,996,100,,,4,3.9,278,0,0,0
2018,10,2,22:40,UTC,8,995.9,100,,,4.8,4.8,327,4,3,1
2018,10,2,22:50,UTC,7,995.9,100,,,4.1,4.1,358,128,2,1.3
2018,10,2,23:00,UTC,7,995.9,100,,,4.3,4.3,503,32,1.8,0.8
2018,10,2,23:10,UTC,6,995.8,100,,,4.3,4.3,579,72,0.9,0.6
2018,10,2,23:20,UTC,5,995.8,100,,,3.3,3.3,264,0,0,0
2018,10,2,23:30,UTC,9,995.8,100,,,3.1,3.1,222,92,1.6,0.6
2018,10,2,23:40,UTC,4,995.8,100,,,3.4,3.3,629,109,1.8,1.3
2018,10,2,23:50,UTC,3,995.8,100,,,3,3,265,0,0,0
2018,10,3,00:00,UTC,4,995.7,100,,,2.9,2.9,225,35,0.8,0.5
2018,10,3,00:10,UTC,6,995.6,100,,,2.3,2.3,438,8,1.5,0.8
2018,10,3,00:20,UTC,4,995.6,100,,,2.4,2.4,556,347,1.9,1.1
2018,10,3,00:30,UTC,5,995.5,100,,,2.5,2.5,468,8,1,0.6
2018,10,3,00:40,UTC,9,995.5,100,,,1.8,1.8,269,0,0,0
2018,10,3,00:50,UTC,9,995.5,100,,,2,2,446,71,1.5,0.9
2018,10,3,01:00,UTC,7,995.6,100,,,2.4,2.4,405,126,1.4,1.1
2018,10,3,01:10,UTC,7,995.5,100,,,2.3,2.3,687,0,0,0
2018,10,3,01:20,UTC,7,995.5,100,,,2.7,2.7,674,349,1.1,0.7
2018,10,3,01:30,UTC,7,995.5,100,,,2.8,2.8,666,0,0,0
2018,10,3,01:40,UTC,7,995.5,100,,,2.8,2.8,1229,0,0,0
2018,10,3,01:50,UTC,7,995.5,100,,,2.9,2.9,1440,57,1.5,0.5
2018,10,3,02:00,UTC,8,995.5,100,,,2.9,2.9,2834,0,0,0
2018,10,3,02:10,UTC,8,995.6,100,,,3.2,3.2,3946,66,1.2,0.7
2018,10,3,02:20,UTC,8,995.5,100,,,3.6,3.6,4369,141,1.5,0.8
